"player"	"number"	"team"	"league"	"nationality"	"region"	"height"	"weight"	"age"	"foot"	"position"	"attacking"	"ball_control"	"dribbling"	"low_pass"	"air_pass"	"finishing"	"place_kicking"	"swerve"	"header"	"defensive"	"ball_winning"	"kicking_power"	"speed"	"explosive_power"	"unwavering_balance"	"physical_contact"	"jump"	"goalkeeping"	"gk_catch"	"clearing"	"reflexes"	"coverage"	"stamina"	"weak_foot_usage"	"weak_foot_accuracy"	"form"	"injury_resistance"	"overall"
"I. OCAMPO"	"31"	"DEPORTES IQUIQUE"	"Campeonato Scotiabank"	"CHILE"	"South America"	"165"	"63"	"18"	"Right foot"	"CMF"	"66"	"69"	"68"	"67"	"66"	"62"	"65"	"68"	"54"	"56"	"52"	"63"	"69"	"70"	"72"	"61"	"59"	"40"	"40"	"40"	"40"	"40"	"64"	"2"	"2"	"4"	"2"	"59"
"A. CACI"	"19"	"STRASBOURG"	"Ligue 1 Conforama"	"FRANCE"	"Europe"	"184"	"70"	"21"	"Right foot"	"CMF"	"63"	"66"	"67"	"69"	"67"	"57"	"59"	"62"	"62"	"56"	"61"	"65"	"68"	"67"	"69"	"66"	"63"	"40"	"40"	"40"	"40"	"40"	"68"	"2"	"2"	"4"	"2"	"59"
"T. VAN DE BERG"	"30"	"HERACLES"	"Eredivisie"	"NETHERLANDS"	"Europe"	"180"	"78"	"21"	"Right foot"	"DMF"	"60"	"64"	"65"	"65"	"63"	"59"	"58"	"62"	"60"	"62"	"63"	"66"	"65"	"66"	"68"	"65"	"62"	"40"	"40"	"40"	"40"	"40"	"65"	"2"	"2"	"4"	"2"	"59"
"O. KAKAY"	"24"	"NORTH WEST LONDON"	"English 2nd Division"	"ENGLAND"	"Europe"	"180"	"72"	"21"	"Right foot"	"RB"	"60"	"60"	"66"	"59"	"61"	"55"	"56"	"54"	"61"	"62"	"67"	"66"	"73"	"75"	"67"	"64"	"61"	"40"	"40"	"40"	"40"	"40"	"59"	"2"	"2"	"4"	"2"	"59"
"M. LÓPEZ"	"14"	"BANFIELD"	"Superliga Quilmes Clásica"	"ARGENTINA"	"South America"	"181"	"74"	"21"	"Right foot"	"CF"	"70"	"63"	"62"	"61"	"58"	"69"	"54"	"55"	"64"	"57"	"52"	"69"	"70"	"72"	"64"	"62"	"66"	"40"	"40"	"40"	"40"	"40"	"69"	"2"	"2"	"4"	"2"	"59"
"C. GUTIÉRREZ"	"28"	"ANTOFAGASTA"	"Campeonato Scotiabank"	"CHILE"	"South America"	"168"	"80"	"28"	"Right foot"	"CF"	"70"	"63"	"61"	"62"	"62"	"69"	"54"	"55"	"63"	"56"	"52"	"69"	"71"	"70"	"64"	"70"	"67"	"40"	"40"	"40"	"40"	"40"	"68"	"2"	"2"	"4"	"2"	"59"
"J. THORNILEY"	"12"	"SOUTH YORKSHIRE BLUES"	"English 2nd Division"	"ENGLAND"	"Europe"	"180"	"78"	"22"	"Right foot"	"CB"	"55"	"59"	"54"	"60"	"62"	"52"	"53"	"57"	"66"	"66"	"66"	"67"	"66"	"62"	"70"	"70"	"69"	"40"	"40"	"40"	"40"	"40"	"67"	"2"	"2"	"4"	"2"	"59"
"GABRIELZINHO"	"26"	"RIO AVE"	"Liga NOS"	"BRAZIL"	"South America"	"171"	"64"	"22"	"Right foot"	"CF"	"68"	"63"	"65"	"62"	"57"	"65"	"55"	"58"	"60"	"56"	"45"	"65"	"77"	"76"	"68"	"64"	"73"	"40"	"40"	"40"	"40"	"40"	"68"	"2"	"3"	"3"	"2"	"59"
"V. WOJTKOWIAK"	"35"	"RC LENS"	"Domino's Ligue 2"	"FRANCE"	"Europe"	"184"	"72"	"21"	"Right foot"	"DMF"	"64"	"63"	"59"	"65"	"63"	"57"	"54"	"58"	"69"	"64"	"63"	"69"	"64"	"70"	"74"	"70"	"69"	"40"	"40"	"40"	"40"	"40"	"62"	"2"	"2"	"4"	"2"	"59"
"M. NDJOLI"	"12"	"KILMARNOCK"	"Ladbrokes Premiership"	"ENGLAND"	"Europe"	"180"	"78"	"28"	"Right foot"	"CF"	"67"	"64"	"65"	"65"	"57"	"66"	"48"	"60"	"60"	"56"	"45"	"68"	"83"	"82"	"67"	"65"	"68"	"40"	"40"	"40"	"40"	"40"	"66"	"2"	"2"	"4"	"2"	"59"
"J. GRAYSON"	"35"	"LANCASHIRE BLUE"	"English 2nd Division"	"ENGLAND"	"Europe"	"178"	"74"	"19"	"Left foot"	"CB"	"63"	"64"	"63"	"65"	"68"	"56"	"68"	"67"	"63"	"63"	"62"	"70"	"65"	"66"	"76"	"66"	"65"	"40"	"40"	"40"	"40"	"40"	"66"	"2"	"2"	"4"	"2"	"59"
"L. FAYE"	"43"	"VITESSE"	"Eredivisie"	"NETHERLANDS"	"Europe"	"170"	"65"	"20"	"Left foot"	"LB"	"60"	"63"	"62"	"62"	"60"	"55"	"59"	"62"	"64"	"66"	"65"	"72"	"70"	"75"	"61"	"70"	"60"	"40"	"40"	"40"	"40"	"40"	"59"	"2"	"2"	"4"	"2"	"59"
"F. CAMARA"	"3"	"GAZÉLEC AJACCIO"	"Domino's Ligue 2"	"GUINEA"	"Africa"	"175"	"70"	"20"	"Right foot"	"LB"	"59"	"60"	"62"	"65"	"63"	"45"	"56"	"65"	"62"	"60"	"62"	"66"	"72"	"70"	"68"	"65"	"67"	"40"	"40"	"40"	"40"	"40"	"67"	"2"	"2"	"4"	"2"	"59"
"Q. BENA"	"22"	"NIORT"	"Domino's Ligue 2"	"FRANCE"	"Europe"	"184"	"76"	"20"	"Right foot"	"CF"	"68"	"64"	"63"	"63"	"57"	"65"	"62"	"62"	"64"	"56"	"50"	"67"	"68"	"70"	"67"	"63"	"70"	"40"	"40"	"40"	"40"	"40"	"68"	"2"	"2"	"4"	"2"	"59"
"M. CAMARA"	"4"	"OLYMPIAKOS PIRAEUS"	"Other European Leagues"	"GUINEA"	"Africa"	"182"	"75"	"21"	"Right foot"	"CB"	"62"	"63"	"61"	"65"	"69"	"50"	"61"	"62"	"68"	"68"	"64"	"69"	"63"	"62"	"68"	"68"	"64"	"40"	"40"	"40"	"40"	"40"	"63"	"3"	"3"	"5"	"3"	"59"
"A. JAKUPOVIC"	"19"	"EMPOLI"	"Italian League"	"AUSTRIA"	"Europe"	"186"	"78"	"20"	"Left foot"	"CF"	"68"	"64"	"61"	"63"	"57"	"67"	"56"	"62"	"70"	"45"	"48"	"73"	"68"	"67"	"63"	"74"	"67"	"40"	"40"	"40"	"40"	"40"	"68"	"3"	"2"	"4"	"2"	"59"
"D. HORKAŠ"	"12"	"DINAMO ZAGREB"	"Other European Leagues"	"CROATIA"	"Europe"	"185"	"80"	"19"	"Right foot"	"GK"	"40"	"47"	"42"	"53"	"56"	"40"	"45"	"45"	"62"	"52"	"47"	"78"	"58"	"54"	"49"	"75"	"74"	"67"	"65"	"62"	"71"	"70"	"64"	"2"	"2"	"3"	"2"	"59"
"O. NOORAFKAN"	"7"	"SPORTING CHARLEROI"	"Jupiler Pro League"	"IRAN"	"Asia-Oceania"	"182"	"70"	"21"	"Left foot"	"DMF"	"60"	"65"	"62"	"67"	"61"	"55"	"57"	"58"	"64"	"69"	"65"	"60"	"69"	"68"	"62"	"68"	"65"	"40"	"40"	"40"	"40"	"40"	"69"	"2"	"2"	"4"	"2"	"59"
"N. BECHTHOLDT"	"35"	"CURICÓ UNIDO"	"Campeonato Scotiabank"	"CHILE"	"South America"	"175"	"72"	"24"	"Right foot"	"CF"	"68"	"64"	"66"	"64"	"58"	"66"	"61"	"62"	"65"	"58"	"50"	"68"	"68"	"69"	"64"	"65"	"66"	"40"	"40"	"40"	"40"	"40"	"63"	"2"	"2"	"4"	"2"	"59"
"E. MÜLLER"	"16"	"EVERTON"	"Campeonato Scotiabank"	"CHILE"	"South America"	"178"	"69"	"18"	"Right foot"	"CMF"	"65"	"67"	"65"	"66"	"64"	"58"	"58"	"62"	"60"	"58"	"60"	"65"	"66"	"68"	"68"	"64"	"65"	"40"	"40"	"40"	"40"	"40"	"70"	"2"	"2"	"4"	"2"	"59"
"C. MACDONALD"	"39"	"DERBYSHIRE"	"English 2nd Division"	"SCOTLAND"	"Europe"	"175"	"61"	"21"	"Left foot"	"LB"	"61"	"62"	"65"	"64"	"64"	"55"	"56"	"61"	"62"	"63"	"62"	"64"	"65"	"70"	"64"	"64"	"66"	"40"	"40"	"40"	"40"	"40"	"65"	"2"	"2"	"4"	"2"	"59"
"G. ARABIDZE"	"7"	"NACIONAL"	"Liga NOS"	"GEORGIA"	"Europe"	"173"	"70"	"20"	"Left foot"	"RWF"	"68"	"65"	"64"	"65"	"57"	"70"	"58"	"55"	"60"	"40"	"40"	"65"	"72"	"74"	"68"	"60"	"62"	"40"	"40"	"40"	"40"	"40"	"63"	"2"	"2"	"4"	"2"	"59"
"A. YAMGA"	"14"	"CHÂTEAUROUX"	"Domino's Ligue 2"	"FRANCE"	"Europe"	"187"	"80"	"22"	"Right foot"	"LWF"	"66"	"68"	"67"	"63"	"59"	"62"	"58"	"62"	"67"	"50"	"52"	"69"	"70"	"67"	"61"	"70"	"68"	"40"	"40"	"40"	"40"	"40"	"69"	"3"	"2"	"4"	"2"	"59"
"M. AHLINVI"	"21"	"GUINGAMP"	"Ligue 1 Conforama"	"FRANCE"	"Europe"	"183"	"68"	"19"	"Left foot"	"DMF"	"59"	"65"	"63"	"66"	"64"	"52"	"55"	"57"	"62"	"64"	"65"	"62"	"67"	"65"	"66"	"69"	"68"	"40"	"40"	"40"	"40"	"40"	"66"	"2"	"2"	"4"	"2"	"59"
"J. ÁLVAREZ"	"22"	"BANFIELD"	"Superliga Quilmes Clásica"	"ARGENTINA"	"South America"	"175"	"72"	"22"	"Right foot"	"CF"	"67"	"64"	"65"	"65"	"57"	"66"	"55"	"58"	"62"	"56"	"45"	"68"	"70"	"70"	"68"	"64"	"70"	"40"	"40"	"40"	"40"	"40"	"66"	"2"	"2"	"4"	"2"	"59"
"M. LEVERBE"	"18"	"SAMPDORIA"	"Italian League"	"FRANCE"	"Europe"	"188"	"76"	"21"	"Right foot"	"CB"	"53"	"63"	"58"	"65"	"62"	"45"	"53"	"60"	"70"	"68"	"64"	"65"	"68"	"64"	"59"	"73"	"70"	"40"	"40"	"40"	"40"	"40"	"68"	"2"	"2"	"4"	"2"	"59"
"SALO"	"44"	"BELENENSES"	"Liga NOS"	"PORTUGAL"	"Europe"	"178"	"70"	"20"	"Left foot"	"LWF"	"68"	"64"	"67"	"65"	"57"	"68"	"59"	"62"	"62"	"56"	"45"	"67"	"68"	"68"	"63"	"63"	"68"	"40"	"40"	"40"	"40"	"40"	"63"	"2"	"2"	"4"	"2"	"59"
"N. SISSOKO"	"22"	"CLERMONT"	"Domino's Ligue 2"	"FRANCE"	"Europe"	"180"	"78"	"21"	"Right foot"	"CB"	"59"	"62"	"61"	"65"	"69"	"45"	"61"	"62"	"68"	"68"	"64"	"69"	"63"	"62"	"68"	"68"	"64"	"40"	"40"	"40"	"40"	"40"	"63"	"2"	"3"	"4"	"2"	"59"
"S. BAREIRO"	"25"	"HUACHIPATO"	"Campeonato Scotiabank"	"PARAGUAY"	"South America"	"180"	"83"	"20"	"Right foot"	"CF"	"67"	"67"	"66"	"65"	"60"	"66"	"60"	"58"	"66"	"56"	"45"	"68"	"66"	"68"	"68"	"72"	"68"	"40"	"40"	"40"	"40"	"40"	"67"	"2"	"2"	"4"	"2"	"59"
"H. ANDERSSON"	"40"	"MALMÖ FF"	"Other European Leagues"	"SWEDEN"	"Europe"	"180"	"78"	"19"	"Right foot"	"CB"	"40"	"54"	"49"	"63"	"56"	"41"	"44"	"50"	"70"	"70"	"70"	"60"	"69"	"70"	"59"	"74"	"71"	"40"	"40"	"40"	"40"	"40"	"62"	"2"	"2"	"3"	"2"	"59"
"A. BAMBA"	"15"	"PARIS"	"Domino's Ligue 2"	"CÔTE D'IVOIRE"	"Africa"	"183"	"85"	"19"	"Right foot"	"DMF"	"58"	"61"	"58"	"67"	"61"	"48"	"60"	"58"	"69"	"68"	"66"	"64"	"65"	"67"	"64"	"70"	"71"	"40"	"40"	"40"	"40"	"40"	"68"	"2"	"2"	"4"	"2"	"59"
"J. IMBRECHTS"	"12"	"SPORTING CHARLEROI"	"Jupiler Pro League"	"BELGIUM"	"Europe"	"180"	"78"	"17"	"Right foot"	"GK"	"42"	"45"	"43"	"49"	"51"	"42"	"45"	"47"	"60"	"50"	"47"	"65"	"65"	"64"	"61"	"70"	"75"	"68"	"71"	"66"	"69"	"65"	"52"	"2"	"2"	"4"	"2"	"59"
"S. SIDLER"	"34"	"LUZERN"	"Raiffeisen Super League"	"SWITZERLAND"	"Europe"	"185"	"72"	"20"	"Left foot"	"LB"	"55"	"56"	"61"	"58"	"54"	"53"	"53"	"58"	"67"	"58"	"64"	"70"	"74"	"75"	"63"	"65"	"68"	"40"	"40"	"40"	"40"	"40"	"72"	"3"	"4"	"3"	"2"	"59"
"I. VOCA"	"42"	"LUZERN"	"Raiffeisen Super League"	"KOSOVO"	"Europe"	"181"	"74"	"21"	"Right foot"	"DMF"	"54"	"67"	"65"	"68"	"65"	"56"	"59"	"64"	"60"	"58"	"58"	"65"	"67"	"66"	"65"	"65"	"63"	"40"	"40"	"40"	"40"	"40"	"68"	"2"	"2"	"3"	"2"	"59"
"M. HOXHA"	"17"	"KORTRIJK"	"Jupiler Pro League"	"BELGIUM"	"Europe"	"176"	"74"	"19"	"Right foot"	"AMF"	"65"	"64"	"64"	"69"	"66"	"64"	"61"	"61"	"61"	"59"	"60"	"66"	"67"	"66"	"73"	"61"	"65"	"40"	"40"	"40"	"40"	"40"	"60"	"2"	"2"	"4"	"2"	"59"
"A. KRÄUCHI"	"29"	"ST. GALLEN"	"Raiffeisen Super League"	"SWITZERLAND"	"Europe"	"174"	"71"	"20"	"Right foot"	"RWF"	"61"	"70"	"71"	"59"	"55"	"60"	"58"	"62"	"60"	"51"	"47"	"65"	"75"	"76"	"70"	"60"	"62"	"40"	"40"	"40"	"40"	"40"	"65"	"2"	"2"	"3"	"1"	"59"
"Y. MAOUCHE"	"19"	"ZÜRICH"	"Raiffeisen Super League"	"FRANCE"	"Europe"	"184"	"71"	"21"	"Right foot"	"DMF"	"56"	"68"	"65"	"67"	"63"	"53"	"60"	"65"	"63"	"59"	"56"	"67"	"73"	"70"	"64"	"63"	"62"	"40"	"40"	"40"	"40"	"40"	"67"	"2"	"3"	"3"	"2"	"59"
"T. RIGHETTI"	"23"	"THUN"	"Raiffeisen Super League"	"SWITZERLAND"	"Europe"	"179"	"82"	"20"	"Right foot"	"CB"	"57"	"62"	"62"	"63"	"61"	"56"	"55"	"57"	"64"	"58"	"63"	"68"	"72"	"70"	"70"	"75"	"74"	"40"	"40"	"40"	"40"	"40"	"71"	"2"	"2"	"3"	"2"	"59"
"C. MANICONE"	"95"	"LUGANO"	"Raiffeisen Super League"	"ITALY"	"Europe"	"183"	"75"	"20"	"Right foot"	"CF"	"68"	"60"	"61"	"58"	"51"	"72"	"52"	"62"	"70"	"52"	"49"	"67"	"73"	"72"	"68"	"65"	"70"	"40"	"40"	"40"	"40"	"40"	"67"	"2"	"3"	"3"	"2"	"59"
"E. DESTANOGLU"	"30"	"BESIKTAS"	"Spor Toto Süper Lig"	"TURKEY"	"Europe"	"170"	"68"	"17"	"Right foot"	"GK"	"42"	"50"	"44"	"53"	"57"	"42"	"51"	"44"	"60"	"60"	"51"	"73"	"65"	"74"	"63"	"72"	"72"	"69"	"68"	"67"	"65"	"70"	"52"	"2"	"2"	"4"	"3"	"59"
"J. JIMÉNEZ"	"24"	"LEONES"	"Liga Águila"	"COLOMBIA"	"South America"	"175"	"72"	"23"	"Right foot"	"CMF"	"58"	"69"	"65"	"63"	"61"	"55"	"53"	"56"	"60"	"54"	"61"	"68"	"75"	"74"	"71"	"69"	"67"	"40"	"40"	"40"	"40"	"40"	"79"	"2"	"2"	"4"	"2"	"59"
"D. SÁNCHEZ"	"21"	"LEONES"	"Liga Águila"	"COLOMBIA"	"South America"	"175"	"72"	"25"	"Right foot"	"LB"	"52"	"63"	"67"	"57"	"59"	"50"	"54"	"60"	"64"	"59"	"57"	"66"	"77"	"74"	"72"	"66"	"62"	"40"	"40"	"40"	"40"	"40"	"67"	"2"	"2"	"4"	"2"	"59"
"D. VALDELAMAR"	"31"	"SANTA FE"	"Liga Águila"	"COLOMBIA"	"South America"	"175"	"72"	"21"	"Right foot"	"RMF"	"65"	"67"	"69"	"62"	"59"	"59"	"59"	"66"	"61"	"53"	"57"	"67"	"73"	"74"	"71"	"63"	"64"	"40"	"40"	"40"	"40"	"40"	"65"	"2"	"2"	"3"	"2"	"59"
"I. GIRÓN"	"34"	"LA EQUIDAD"	"Liga Águila"	"COLOMBIA"	"South America"	"175"	"72"	"21"	"Right foot"	"RB"	"51"	"53"	"56"	"58"	"52"	"49"	"51"	"54"	"63"	"50"	"54"	"63"	"82"	"83"	"72"	"71"	"75"	"40"	"40"	"40"	"40"	"40"	"77"	"1"	"2"	"3"	"2"	"59"
"Y. GÓMEZ"	"1"	"INDEPENDIENTE MEDELLÍN"	"Liga Águila"	"COLOMBIA"	"South America"	"185"	"72"	"19"	"Right foot"	"GK"	"42"	"58"	"60"	"58"	"56"	"40"	"49"	"45"	"60"	"65"	"51"	"67"	"59"	"58"	"63"	"63"	"69"	"69"	"67"	"66"	"69"	"67"	"59"	"2"	"2"	"4"	"2"	"59"
"C. RAMÍREZ"	"14"	"ENVIGADO"	"Liga Águila"	"COLOMBIA"	"South America"	"186"	"72"	"20"	"Right foot"	"CB"	"59"	"60"	"61"	"64"	"62"	"45"	"55"	"57"	"68"	"68"	"66"	"67"	"63"	"62"	"68"	"68"	"66"	"40"	"40"	"40"	"40"	"40"	"69"	"2"	"2"	"4"	"2"	"59"
"M. GIRALDO"	"25"	"ENVIGADO"	"Liga Águila"	"COLOMBIA"	"South America"	"170"	"72"	"20"	"Right foot"	"DMF"	"65"	"67"	"68"	"65"	"66"	"59"	"62"	"64"	"57"	"58"	"64"	"65"	"64"	"64"	"61"	"61"	"63"	"40"	"40"	"40"	"40"	"40"	"62"	"2"	"2"	"4"	"2"	"59"
"C. VELÁZQUEZ"	"20"	"ENVIGADO"	"Liga Águila"	"COLOMBIA"	"South America"	"169"	"72"	"21"	"Right foot"	"AMF"	"63"	"67"	"65"	"64"	"63"	"59"	"66"	"65"	"60"	"58"	"60"	"69"	"67"	"68"	"64"	"65"	"65"	"40"	"40"	"40"	"40"	"40"	"68"	"2"	"2"	"4"	"2"	"59"
"J. JIMÉNEZ"	"12"	"ENVIGADO"	"Liga Águila"	"COLOMBIA"	"South America"	"186"	"72"	"22"	"Right foot"	"GK"	"42"	"58"	"60"	"58"	"60"	"40"	"55"	"45"	"60"	"65"	"51"	"67"	"62"	"58"	"63"	"63"	"65"	"70"	"67"	"66"	"73"	"66"	"58"	"2"	"2"	"4"	"2"	"59"
"J. GRUESO"	"29"	"BOYACÁ CHICÓ"	"Liga Águila"	"COLOMBIA"	"South America"	"175"	"72"	"20"	"Right foot"	"CF"	"67"	"64"	"67"	"62"	"57"	"67"	"62"	"62"	"61"	"53"	"45"	"67"	"74"	"73"	"68"	"69"	"67"	"40"	"40"	"40"	"40"	"40"	"71"	"2"	"2"	"4"	"2"	"59"
"E. MENA"	"28"	"PATRIOTAS BOYACÁ"	"Liga Águila"	"COLOMBIA"	"South America"	"177"	"64"	"21"	"Right foot"	"RWF"	"58"	"62"	"70"	"54"	"50"	"59"	"51"	"53"	"60"	"49"	"46"	"65"	"83"	"84"	"78"	"60"	"72"	"40"	"40"	"40"	"40"	"40"	"70"	"2"	"2"	"3"	"2"	"59"
"BRUNO SILVA"	"29"	"CHAPECOENSE"	"Campeonato Brasileiro"	"BRAZIL"	"South America"	"170"	"64"	"18"	"Right foot"	"CF"	"66"	"65"	"62"	"65"	"58"	"66"	"58"	"60"	"60"	"56"	"45"	"65"	"72"	"74"	"70"	"65"	"64"	"40"	"40"	"40"	"40"	"40"	"72"	"2"	"2"	"4"	"2"	"59"
"A. MARIN"	"18"	"DINAMO ZAGREB"	"Other European Leagues"	"CROATIA"	"Europe"	"179"	"72"	"17"	"Right foot"	"LWF"	"64"	"64"	"69"	"57"	"51"	"65"	"56"	"61"	"64"	"51"	"45"	"65"	"77"	"78"	"73"	"63"	"67"	"40"	"40"	"40"	"40"	"40"	"66"	"2"	"3"	"3"	"2"	"59"
"K. JAKOBSEN"	"35"	"AGF"	"Superliga"	"DENMARK"	"Europe"	"180"	"78"	"19"	"Left foot"	"RMF"	"60"	"67"	"71"	"62"	"60"	"62"	"61"	"60"	"63"	"51"	"52"	"67"	"68"	"72"	"66"	"64"	"62"	"40"	"40"	"40"	"40"	"40"	"71"	"2"	"2"	"3"	"2"	"59"
"P. JENSEN"	"28"	"NORDSJÆLLAND"	"Superliga"	"DENMARK"	"Europe"	"194"	"78"	"20"	"Right foot"	"GK"	"42"	"58"	"60"	"58"	"60"	"40"	"55"	"45"	"70"	"65"	"51"	"67"	"60"	"58"	"65"	"66"	"74"	"67"	"69"	"66"	"77"	"62"	"56"	"2"	"2"	"3"	"2"	"59"
"M. RAMKILDE"	"19"	"AAB"	"Superliga"	"DENMARK"	"Europe"	"187"	"78"	"20"	"Right foot"	"CF"	"61"	"63"	"61"	"60"	"59"	"65"	"54"	"57"	"74"	"52"	"48"	"70"	"71"	"70"	"63"	"82"	"80"	"40"	"40"	"40"	"40"	"40"	"72"	"2"	"2"	"4"	"2"	"59"
"E. SABBI"	"11"	"HOBRO"	"Superliga"	"USA"	"North & Central America"	"178"	"70"	"21"	"Right foot"	"CF"	"58"	"67"	"64"	"59"	"57"	"68"	"55"	"52"	"70"	"47"	"46"	"72"	"80"	"83"	"76"	"63"	"74"	"40"	"40"	"40"	"40"	"40"	"66"	"2"	"2"	"4"	"2"	"59"
"F. DUE"	"22"	"RANDERS"	"Superliga"	"DENMARK"	"Europe"	"187"	"80"	"26"	"Right foot"	"GK"	"42"	"58"	"60"	"58"	"60"	"40"	"55"	"45"	"60"	"65"	"51"	"67"	"59"	"58"	"66"	"70"	"65"	"68"	"65"	"66"	"73"	"66"	"56"	"2"	"2"	"4"	"2"	"59"
"O. URAL"	"22"	"KASIMPASA"	"Spor Toto Süper Lig"	"TURKEY"	"Europe"	"170"	"68"	"21"	"Right foot"	"RB"	"61"	"66"	"63"	"61"	"60"	"53"	"57"	"63"	"61"	"63"	"62"	"62"	"73"	"73"	"63"	"63"	"62"	"40"	"40"	"40"	"40"	"40"	"61"	"2"	"2"	"4"	"3"	"59"
"M. NIGIZ"	"34"	"GÖZTEPE"	"Spor Toto Süper Lig"	"TURKEY"	"Europe"	"170"	"68"	"20"	"Right foot"	"RB"	"62"	"60"	"65"	"61"	"66"	"53"	"55"	"60"	"61"	"60"	"62"	"62"	"71"	"72"	"66"	"60"	"64"	"40"	"40"	"40"	"40"	"40"	"66"	"2"	"2"	"4"	"3"	"59"
"M. INAN"	"15"	"ANTALYASPOR"	"Spor Toto Süper Lig"	"TURKEY"	"Europe"	"170"	"68"	"18"	"Right foot"	"DMF"	"52"	"60"	"64"	"65"	"58"	"50"	"55"	"58"	"55"	"68"	"75"	"65"	"73"	"75"	"76"	"60"	"62"	"40"	"40"	"40"	"40"	"40"	"81"	"2"	"2"	"4"	"2"	"59"
"M. FISCHER"	"2"	"NANCY"	"Domino's Ligue 2"	"FRANCE"	"Europe"	"180"	"78"	"20"	"Left foot"	"LB"	"62"	"59"	"63"	"64"	"68"	"47"	"59"	"64"	"67"	"69"	"64"	"69"	"63"	"62"	"68"	"68"	"64"	"40"	"40"	"40"	"40"	"40"	"63"	"2"	"2"	"4"	"2"	"59"
"J. COZZANI"	"31"	"LANÚS"	"Superliga Quilmes Clásica"	"ARGENTINA"	"South America"	"184"	"77"	"20"	"Right foot"	"GK"	"42"	"53"	"48"	"52"	"61"	"40"	"50"	"45"	"60"	"62"	"51"	"74"	"62"	"66"	"60"	"76"	"71"	"72"	"66"	"63"	"73"	"65"	"62"	"2"	"2"	"4"	"3"	"59"
"W. GRAHAM"	"30"	"KILMARNOCK"	"Ladbrokes Premiership"	"SCOTLAND"	"Europe"	"180"	"78"	"19"	"Right foot"	"CF"	"65"	"64"	"62"	"64"	"61"	"66"	"60"	"62"	"63"	"42"	"45"	"63"	"70"	"73"	"80"	"70"	"68"	"40"	"40"	"40"	"40"	"40"	"68"	"2"	"2"	"4"	"2"	"59"
"J. CURRAN"	"27"	"DUNDEE"	"Ladbrokes Premiership"	"AUSTRALIA"	"Asia-Oceania"	"172"	"68"	"22"	"Left foot"	"DMF"	"62"	"63"	"63"	"63"	"64"	"58"	"57"	"57"	"60"	"62"	"64"	"67"	"71"	"69"	"63"	"70"	"65"	"40"	"40"	"40"	"40"	"40"	"76"	"2"	"2"	"4"	"3"	"59"
"D. TURNBULL"	"28"	"MOTHERWELL"	"Ladbrokes Premiership"	"SCOTLAND"	"Europe"	"177"	"73"	"19"	"Right foot"	"CMF"	"60"	"64"	"60"	"65"	"64"	"61"	"61"	"58"	"62"	"58"	"62"	"75"	"69"	"67"	"65"	"76"	"64"	"40"	"40"	"40"	"40"	"40"	"70"	"2"	"2"	"4"	"2"	"59"
"E. TATARINOV"	"35"	"URAL"	"Russian Premier Liga"	"RUSSIA"	"Europe"	"182"	"74"	"19"	"Right foot"	"CF"	"72"	"62"	"65"	"61"	"52"	"67"	"50"	"52"	"68"	"40"	"40"	"67"	"70"	"70"	"66"	"71"	"73"	"40"	"40"	"40"	"40"	"40"	"66"	"2"	"2"	"4"	"3"	"59"
"A. REYES"	"34"	"ATLÉTICO NACIONAL"	"Liga Águila"	"COLOMBIA"	"South America"	"184"	"83"	"19"	"Right foot"	"CB"	"55"	"61"	"59"	"66"	"64"	"45"	"54"	"58"	"70"	"69"	"66"	"69"	"66"	"64"	"68"	"71"	"64"	"40"	"40"	"40"	"40"	"40"	"66"	"2"	"2"	"4"	"2"	"59"
"J. BOGLE"	"37"	"DERBYSHIRE"	"English 2nd Division"	"ENGLAND"	"Europe"	"178"	"69"	"18"	"Right foot"	"RB"	"59"	"61"	"61"	"65"	"69"	"47"	"61"	"62"	"68"	"68"	"64"	"69"	"63"	"62"	"68"	"68"	"64"	"40"	"40"	"40"	"40"	"40"	"63"	"2"	"2"	"4"	"2"	"59"
"T. GOLDEN"	"47"	"LN AZURE BLUE WHITE"	"English 2nd Division"	"ENGLAND"	"Europe"	"170"	"78"	"19"	"Right foot"	"RB"	"60"	"64"	"62"	"63"	"66"	"55"	"58"	"60"	"60"	"62"	"63"	"64"	"70"	"70"	"67"	"65"	"63"	"40"	"40"	"40"	"40"	"40"	"63"	"2"	"2"	"4"	"2"	"59"
"R. YUNUSOV"	"16"	"YENISEY"	"Russian Premier Liga"	"RUSSIA"	"Europe"	"190"	"81"	"19"	"Right foot"	"GK"	"40"	"47"	"45"	"53"	"54"	"40"	"51"	"50"	"64"	"50"	"51"	"64"	"57"	"60"	"57"	"79"	"74"	"72"	"64"	"62"	"63"	"70"	"58"	"2"	"2"	"4"	"3"	"59"
"C. TOPALOGLU"	"25"	"RIZESPOR"	"Spor Toto Süper Lig"	"TURKEY"	"Europe"	"183"	"68"	"26"	"Left foot"	"GK"	"42"	"58"	"60"	"58"	"60"	"40"	"55"	"45"	"60"	"63"	"51"	"67"	"59"	"58"	"63"	"63"	"65"	"69"	"68"	"66"	"71"	"70"	"56"	"2"	"2"	"4"	"2"	"59"
